"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
16,"Szymon Królik",1,0,0,0,5.00,18,27,52,79,1,0.20,0,0.00,0.00,0.300,7,0,7,2,0,0,0.00,9.80,0.00,2.80,0,0,1,0,0.400,0.111,0.111,0.182,5,2,7,11,0.389
"","TOTALS",1,0,0,0,5.00,18,27,52,79,1,0.20,0,0.00,0.00,0.300,7,0,7,2,0,0,0.00,9.80,0.00,2.80,0,0,1,0,0.400,0.111,0.111,0.182,5,2,7,11,0.389
