"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
66,"Aleks Polonek",1,0,0,0,3.33,26,63,43,106,11,3.30,11,23.10,29.70,11.500,4,2,2,5,11,0,0.36,8.40,23.10,10.50,1,0,3,0,4.800,0.654,0.357,0.500,3,2,11,15,0.423
13,"Patryk Szczygieł",1,0,0,0,1.33,11,30,18,48,5,3.75,5,26.25,33.75,16.600,0,0,0,2,6,0,0.00,0.00,31.50,10.50,0,0,6,0,6.000,0.727,0.400,0.400,0,3,5,6,0.455
"","TOTALS",1,0,0,0,4.67,37,93,61,154,16,3.43,16,24.00,30.86,12.957,4,2,2,7,17,0,0.24,6.00,25.50,10.50,1,0,9,0,5.143,0.676,0.368,0.467,3,5,16,21,0.432
