"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
67," Kuchar",1,0,1,1,0,3,0,0,0,0,0,0,0,0.750
32," M. Kasinski",1,0,0,0,2,0,0,0,0,0,0,0,0,1.000
62," Kulik",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
69," Idzik ",1,0,0,0,0,1,0,0,0,0,0,0,0,1.000
36," D. Kurowski",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
38," D. Trzeciak",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
84," N. Serafin",1,0,0,0,6,0,8,0,0,0,1,0,0,1.000
18," Górecki",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
11," Cieciora",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
50," Y. OH",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
55," Carmona J",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
73," Stefaniak",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
20," Myrek",1,0,0,0,3,0,0,0,0,0,0,0,0,1.000
"","TOTALS",1,0,1,1,14,4,8,0,0,0,1,0,0,0.947
