"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
32," Strumiński",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
01," Słomian",1,0,0,0,0,3,0,0,0,0,0,0,0,1.000
53," Weżgowiec",1,0,0,0,0,1,0,0,0,0,0,0,0,1.000
33," Dublasiewicz",1,0,0,0,4,0,0,0,0,0,0,0,0,1.000
13," Herc",1,0,0,0,3,1,0,0,0,0,0,0,0,1.000
48," Krajewski",1,0,0,0,8,0,0,0,0,0,0,0,0,1.000
06," Mańdok",1,0,0,0,1,4,0,0,0,0,0,0,0,1.000
56," Potempa",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
27,"Zurkowski J ",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
16," Krolik",1,0,0,0,0,0,4,0,0,0,0,0,0,0.000
"","TOTALS",1,0,0,0,18,9,4,0,0,0,0,0,0,1.000
