"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
53,"Weżgowiec Patryk",1,3,3,0,0,0,0,0,0,0,0,0.000,0,2,0,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
32,"Struminski Stanislaw",1,3,3,0,1,0,1,0,0,0,0,0.333,0,1,0,1,0,0,0,0,0,0,0.000,0.333,0.333,0.333,0.667,0.233,0.500,0.667,0.667,0,1,0,0,0,0,0,0.000,33.3,33.3,0.0
69,"Motas Grzegorz",1,3,3,0,1,0,1,0,0,0,0,0.333,0,0,1,1,0,0,0,0,0,0,0.000,0.333,0.333,0.333,0.667,0.233,0.500,0.667,0.667,0,0,0,0,0,0,0,0.000,33.3,33.3,0.0
58,"Rafał Krajewski",1,2,2,0,0,0,0,0,0,0,0,0.000,0,1,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0,0,0,0,0,1,0,0.000,0.0,0.0,0.0
4,"Patryk Zajac",1,2,2,0,0,0,0,0,0,0,0,0.000,0,0,1,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0,0,0,0,0,1,0,0.000,0.0,0.0,0.0
23,"Marcel Słomian",1,2,1,0,0,0,0,0,0,0,0,0.000,1,0,1,1,0,0,0,0,0,0,0.000,0.500,0.500,0.000,0.500,0.225,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
45,"Olaf Chorobik",1,2,2,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0,0,0,1,0,0,0,0.000,0.0,0.0,0.0
33,"Adam Dublasiewicz",1,2,2,0,0,0,0,0,0,0,0,0.000,0,0,1,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0,0,0,0,0,0,0,0.000,50.0,50.0,50.0
54,"Arkadiusz Zurkowski",1,2,1,0,0,0,0,0,0,0,0,0.000,1,0,0,0,0,0,0,0,0,0,0.000,0.500,1.000,0.000,0.500,0.225,0.000,1.000,0.500,1,0,0,0,0,0,0,0.000,50.0,50.0,50.0
58,"Julian Zurkowski",1,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
"","TOTALS",1,21,19,0,2,0,2,0,0,0,0,0.105,2,4,4,8,0,0,0,0,0,0,0.000,0.190,0.238,0.105,0.296,0.112,0.182,0.579,0.524,1,1,0,1,0,2,0,0.000,19.0,19.0,9.5
