"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
16,"Szymon Krolik",1,0,0,0,3.33,28,47,52,99,11,3.30,10,21.00,27.00,10.900,4,1,3,10,5,0,0.80,8.40,10.50,21.00,2,0,1,1,4.500,0.607,0.476,0.563,4,2,12,16,0.429
12,"Nikodem Krzywdzinski",1,0,0,0,1.67,11,20,15,35,2,1.20,2,8.40,10.80,9.100,1,1,0,3,4,0,0.25,4.20,16.80,12.60,0,0,0,0,4.200,0.636,0.429,0.500,2,1,6,5,0.545
"","TOTALS",1,0,0,0,5.00,39,67,67,134,13,2.60,12,16.80,21.60,10.300,5,2,3,13,9,0,0.56,7.00,12.60,18.20,2,0,1,1,4.400,0.615,0.464,0.545,6,3,18,21,0.462
