"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
57,"Cesar Malony",1,0,0,0,4.00,14,16,36,52,0,0.00,0,0.00,0.00,0.350,7,3,4,1,1,0,7.00,12.25,1.75,1.75,0,0,0,0,0.500,0.143,0.077,0.167,5,0,10,4,0.714
12,"Piotr Pludowski",1,0,0,0,2.00,7,4,11,15,0,0.00,0,0.00,0.00,3.600,1,1,0,1,1,0,1.00,3.50,3.50,3.50,0,0,0,0,1.000,0.286,0.167,0.200,3,0,6,1,0.857
"","TOTALS",1,0,0,0,6.00,21,20,47,67,0,0.00,0,0.00,0.00,1.433,8,4,4,2,2,0,4.00,9.33,2.33,2.33,0,0,0,0,0.667,0.190,0.105,0.182,8,0,16,5,0.762
