"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
75," Philip",1,0,0,0,2.00,20,36,33,69,10,5.00,4,14.00,18.00,6.100,3,3,0,8,3,0,1.00,10.50,10.50,28.00,1,0,1,0,5.500,0.600,0.533,0.615,1,2,5,15,0.250
24," Tatrevich",1,0,0,0,2.00,18,31,34,65,8,4.00,6,21.00,27.00,19.600,1,0,1,8,3,0,0.33,3.50,10.50,28.00,0,0,3,2,5.500,0.611,0.533,0.500,3,2,7,11,0.389
"","TOTALS",1,0,0,0,4.00,38,67,67,134,18,4.50,10,17.50,22.50,12.850,4,3,1,16,6,0,0.67,7.00,10.50,28.00,1,0,4,2,5.500,0.605,0.533,0.560,4,4,12,26,0.316
