"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
32," Kasiński",1,0,0,0,4,5,0,0,0,0,0,0,0,1.000
29," Hrabia",1,2,1,3,1,0,0,0,0,0,0,0,0,0.250
40," Michalski",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
18," Górecki",1,1,0,1,1,2,0,0,0,0,0,0,0,0.750
76," Bolek",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
62," Kulik",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
54," Hada",1,1,0,1,1,2,0,0,0,0,0,0,0,0.750
84," Serafin",1,0,0,0,3,1,7,0,0,0,1,0,0,1.000
75," Philip",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
24," Tatrevich",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
"","TOTALS",1,4,1,5,12,10,7,0,0,0,1,0,0,0.815
