"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
15," Skarzynski",1,0,0,0,3.00,9,14,24,38,0,0.00,0,0.00,0.00,0.767,5,1,4,0,1,0,5.00,11.67,2.33,0.00,0,0,0,0,0.333,0.111,0.000,0.000,3,0,4,5,0.444
96," Sasiadek",1,0,0,0,2.00,7,12,19,31,0,0.00,0,0.00,0.00,2.100,4,2,2,0,1,0,4.00,14.00,3.50,0.00,1,0,0,0,0.500,0.286,0.000,0.000,0,1,3,4,0.429
"","TOTALS",1,0,0,0,5.00,16,26,43,69,0,0.00,0,0.00,0.00,1.300,9,3,6,0,2,0,4.50,12.60,2.80,0.00,1,0,0,0,0.400,0.188,0.000,0.000,3,1,7,9,0.438
