"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
07,"Igor  Fojcik",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
51,"Dawid Korzekwa",1,0,0,0,1,1,0,1,0,0,0,0,0,1.000
72,"Dominik Grzecicha",1,0,0,0,7,1,5,0,0,0,0,0,0,1.000
28,"Jakub Szymura",1,0,0,0,8,1,0,0,0,0,0,0,0,1.000
3,"Carlos Salas",1,0,0,0,0,2,0,0,0,0,0,0,0,1.000
41,"Szymon Dwojakowski",1,0,0,0,0,3,0,0,0,0,0,0,0,1.000
18,"Przemek Sobik",1,0,2,2,2,1,0,0,0,0,0,0,0,0.600
22,"Szymon Garus",1,0,0,0,2,0,0,0,0,0,0,0,0,1.000
9,"Maks Serwotka",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
24,"Adrian Mularczyk",1,0,0,0,4,0,0,0,0,0,0,0,0,1.000
"","TOTALS",1,0,2,2,25,9,5,1,0,0,0,0,0,0.944
