"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
23," Słomian",1,0,0,0,4.00,26,51,41,92,6,1.50,5,11.25,11.25,7.600,3,1,2,6,6,0,0.50,6.75,13.50,13.50,2,0,0,0,3.000,0.538,0.333,0.400,2,6,7,19,0.269
53," Weżgowiec",1,0,0,0,1.33,7,13,15,28,2,1.50,1,6.75,6.75,7.600,0,0,0,2,2,0,0.00,0.00,13.50,13.50,0,0,0,0,3.000,0.571,0.400,0.400,0,3,4,3,0.571
19," Mańdok",1,0,0,0,2.67,16,25,30,55,3,1.13,3,10.13,10.13,6.850,1,1,0,3,3,0,0.33,3.38,10.13,10.13,1,0,0,0,2.250,0.438,0.250,0.273,0,7,9,7,0.563
"","TOTALS",1,0,0,0,8.00,49,89,86,175,11,1.38,9,10.13,10.13,7.350,4,2,2,11,11,0,0.36,4.50,12.38,12.38,3,0,0,0,2.750,0.510,0.314,0.355,2,16,20,29,0.408
