"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
32," Strumiński",1,5,4,2,2,0,2,0,0,0,0,0.500,1,1,1,2,0,1,1,0,0,0,0.400,0.600,0.600,0.500,1.100,0.395,1.000,0.500,0.400,0,0,0,0,0,0,0,0.000,60.0,60.0,20.0
23," Rainko",1,5,5,1,1,0,0,1,0,0,0,0.200,0,0,0,0,0,0,0,0,0,0,0.200,0.200,0.200,0.400,0.600,0.190,0.200,1.000,1.000,0,0,0,0,0,1,0,0.000,80.0,60.0,40.0
53," Weżgowiec",1,5,4,2,1,0,0,1,0,0,2,0.250,1,0,1,1,0,0,0,0,0,0,0.800,0.400,0.400,0.500,0.900,0.305,0.333,0.750,0.600,0,0,0,0,0,1,1,1.000,60.0,40.0,40.0
16," Królik",1,5,3,2,3,0,2,1,0,0,2,1.000,1,0,0,0,1,3,0,0,0,0,0.800,1.000,1.000,1.333,2.333,0.783,1.000,1.000,0.600,0,0,0,0,0,2,2,1.000,80.0,80.0,60.0
04," Zając",1,5,5,0,2,0,2,0,0,0,2,0.400,0,0,2,2,0,0,0,0,0,0,0.400,0.400,0.400,0.400,0.800,0.280,0.667,0.600,0.600,0,1,0,0,0,2,1,0.500,60.0,60.0,40.0
69," Motas",1,2,2,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0,0,0,0,0,2,0,0.000,50.0,0.0,0.0
45," Chorobik",1,4,4,1,2,0,1,1,0,0,0,0.500,0,0,0,0,0,0,0,0,0,0,0.250,0.500,0.500,0.750,1.250,0.413,0.500,1.000,1.000,0,0,0,0,0,2,2,1.000,50.0,50.0,50.0
33," Dublasiewicz",1,3,3,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.333,0.000,0.000,0.000,0.000,1.000,1.000,1,0,0,0,0,2,0,0.000,33.3,0.0,0.0
54," Żurkowski A.",1,3,3,1,1,0,1,0,0,0,0,0.333,0,0,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.333,0.667,0.233,0.333,1.000,1.000,0,0,0,0,0,1,0,0.000,33.3,33.3,0.0
19," Mańdok",1,2,2,0,0,0,0,0,0,0,0,0.000,0,0,2,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0.000,0.0,0.0,0.0
""," Krajewski",1,1,1,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0,0,0,0,0,1,0,0.000,0.0,0.0,0.0
"","TOTALS",1,40,36,9,12,0,8,4,0,0,6,0.333,3,1,6,7,1,5,1,0,0,0,0.375,0.400,0.425,0.444,0.844,0.291,0.414,0.806,0.725,1,1,0,0,0,15,6,0.400,55.0,45.0,30.0
