"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
67," Kuchar",1,0,0,0,3.00,29,56,47,103,15,5.00,15,45.00,45.00,12.767,2,0,2,12,7,0,0.29,6.00,21.00,36.00,4,0,6,0,6.333,0.793,0.667,0.750,2,2,13,16,0.448
20," Myrek",1,0,0,0,1.00,5,7,7,14,1,1.00,1,9.00,9.00,6.100,0,0,0,2,1,0,0.00,0.00,9.00,18.00,0,0,0,0,3.000,0.600,0.500,0.500,0,2,3,2,0.600
"","TOTALS",1,0,0,0,4.00,34,63,54,117,16,4.00,16,36.00,36.00,11.100,2,0,2,14,8,0,0.25,4.50,18.00,31.50,4,0,6,0,5.500,0.765,0.636,0.700,2,4,16,18,0.471
