"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
50," Y. OH",1,3,2,0,1,0,0,0,1,0,0,0.500,1,0,1,1,0,1,0,0,0,0,0.000,0.667,0.667,1.500,2.167,0.675,1.000,0.500,0.333,0,0,0,0,0,1,0,0.000,33.3,33.3,0.0
67," Kuchar",1,3,3,0,2,0,2,0,0,0,0,0.667,0,0,1,1,0,0,0,0,0,0,0.000,0.667,0.667,0.667,1.333,0.467,1.000,0.667,0.667,0,0,0,0,0,2,1,0.500,66.7,66.7,33.3
62," Kulik",1,3,3,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0,0,0,0,0,2,0,0.000,66.7,0.0,0.0
32," M. Kasinski",1,3,2,0,1,0,1,0,0,0,0,0.500,1,0,1,1,0,1,0,0,0,0,0.000,0.667,0.667,0.500,1.167,0.425,1.000,0.500,0.333,0,0,0,0,0,1,0,0.000,33.3,33.3,0.0
36," D. Kurowski",1,3,2,0,1,0,1,0,0,0,0,0.500,0,0,0,0,1,0,0,0,0,0,0.000,0.667,0.667,0.500,1.167,0.425,0.500,1.000,0.667,0,0,0,0,0,0,0,0.000,33.3,33.3,0.0
84," N. Serafin",1,3,2,0,1,0,1,0,0,0,0,0.500,1,1,0,1,0,0,0,0,0,0,0.000,0.667,0.667,0.500,1.167,0.425,1.000,0.500,0.333,0,0,0,0,0,1,1,1.000,66.7,66.7,66.7
18," Górecki",1,3,3,0,0,0,0,0,0,0,0,0.000,0,0,1,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.667,0,0,0,0,0,3,0,0.000,33.3,33.3,33.3
40," Michalski",1,2,1,0,1,0,1,0,0,0,0,1.000,1,0,0,0,0,0,0,0,0,0,0.000,1.000,1.000,1.000,2.000,0.700,1.000,1.000,0.500,0,0,0,0,0,0,0,0.000,50.0,50.0,0.0
51," Ośka",1,2,2,0,0,0,0,0,0,0,0,0.000,0,1,1,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0.000,0.0,0.0,0.0
"","TOTALS",1,25,20,0,7,0,6,0,1,0,0,0.350,4,2,5,7,1,2,0,0,0,0,0.000,0.480,0.480,0.450,0.930,0.329,0.538,0.650,0.520,0,0,0,0,0,11,2,0.182,44.0,36.0,16.0
