"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
06," Mańdok",1,0,0,0,2.33,14,29,24,53,0,0.00,0,0.00,0.00,3.957,5,0,5,3,3,0,1.67,19.29,11.57,11.57,1,0,1,0,2.571,0.500,0.300,0.600,0,2,7,7,0.500
04," Zając",1,0,0,0,2.67,11,12,24,36,0,0.00,0,0.00,0.00,2.725,2,2,0,4,1,0,2.00,6.75,3.38,13.50,0,0,0,0,1.875,0.455,0.400,0.500,2,1,9,2,0.818
"","TOTALS",1,0,0,0,5.00,25,41,48,89,0,0.00,0,0.00,0.00,3.300,7,2,5,7,4,0,1.75,12.60,7.20,12.60,1,0,1,0,2.200,0.480,0.350,0.538,2,3,16,9,0.640
