"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
32," Strumiński",1,4,3,2,2,0,1,1,0,0,1,0.667,0,0,0,0,1,2,0,0,0,0,0.750,0.750,0.750,1.000,1.750,0.588,0.667,1.000,0.750,0,0,0,0,0,1,1,1.000,100.0,75.0,50.0
06," Mańdok",1,4,1,2,0,0,0,0,0,0,1,0.000,1,0,1,1,2,0,0,0,0,0,0.750,0.750,0.750,0.000,0.750,0.338,0.000,0.000,0.000,0,0,0,0,0,1,0,0.000,75.0,75.0,75.0
53," Weżgowiec",1,4,4,3,4,0,3,1,0,0,3,1.000,0,0,0,0,0,2,0,0,0,0,1.500,1.000,1.000,1.250,2.250,0.763,1.000,1.000,1.000,0,0,0,0,0,2,2,1.000,100.0,100.0,50.0
01," Słomian",1,4,0,2,0,0,0,0,0,0,0,0.000,3,0,0,0,1,1,0,0,0,0,0.500,1.000,1.000,0.000,1.000,0.450,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,50.0,50.0,50.0
04," Zając",1,4,4,1,2,0,2,0,0,0,2,0.500,0,0,0,0,0,1,0,0,0,0,0.750,0.500,0.500,0.500,1.000,0.350,0.500,1.000,1.000,0,0,0,0,0,3,1,0.333,75.0,75.0,50.0
13," Herc",1,4,2,1,1,0,1,0,0,0,0,0.500,2,0,0,0,0,1,0,0,0,0,0.250,0.750,0.750,0.500,1.250,0.463,0.500,1.000,0.500,0,0,0,0,0,0,0,0.000,50.0,50.0,25.0
48," Krajewski",1,4,3,2,1,0,1,0,0,0,1,0.333,1,0,0,0,0,1,0,0,0,0,0.750,0.500,0.500,0.333,0.833,0.308,0.333,1.000,0.750,0,0,0,0,0,3,1,0.333,50.0,50.0,50.0
33," Dublasiewicz",1,3,3,2,3,0,2,1,0,0,1,1.000,0,0,0,0,0,3,0,0,0,0,1.000,1.000,1.000,1.333,2.333,0.783,1.000,1.000,1.000,0,0,0,0,0,2,2,1.000,100.0,100.0,66.7
58," De Matos",1,3,2,1,1,0,1,0,0,0,1,0.500,1,0,1,1,0,1,0,0,0,0,0.667,0.667,0.667,0.500,1.167,0.425,1.000,0.500,0.333,0,0,0,0,0,2,1,0.500,66.7,66.7,66.7
"","TOTALS",1,34,22,16,14,0,11,3,0,0,10,0.636,8,0,2,2,4,12,0,0,0,0,0.765,0.765,0.765,0.773,1.537,0.537,0.700,0.909,0.588,0,0,0,0,0,14,8,0.571,73.5,70.6,52.9
