"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
7,"Adam Pepłoński",1,0,1,0,4.00,18,29,43,72,5,1.25,4,7.00,9.00,4.600,3,2,1,3,3,0,1.00,5.25,5.25,5.25,1,1,0,0,1.500,0.389,0.231,0.273,2,6,8,10,0.444
17,"Konrad Szczepański",1,0,0,0,2.00,15,31,30,61,6,3.00,6,21.00,27.00,17.100,0,0,0,4,5,0,0.00,0.00,17.50,14.00,0,0,4,1,4.500,0.600,0.400,0.333,3,3,7,8,0.467
"","TOTALS",1,0,1,0,6.00,33,60,73,133,11,1.83,10,11.67,15.00,8.767,3,2,1,7,8,0,0.38,3.50,9.33,8.17,1,1,4,1,2.500,0.485,0.304,0.300,5,9,15,18,0.455
