"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
99,"Mateusz Streich",1,4,3,2,1,0,0,0,1,0,0,0.333,1,1,0,1,0,0,0,0,0,0,0.500,0.500,0.500,1.000,1.500,0.475,0.500,0.667,0.500,0,0,0,0,0,0,0,0.000,25.0,25.0,0.0
2,"Angel Narvaez",1,4,2,2,0,0,0,0,0,0,0,0.000,2,0,1,1,0,1,0,0,0,0,0.500,0.500,0.500,0.000,0.500,0.225,0.000,0.500,0.250,0,0,0,0,0,0,0,0.000,50.0,50.0,50.0
"","Javier Hernandez",1,4,3,2,2,0,2,0,0,0,1,0.667,1,0,0,0,0,1,0,0,0,0,0.750,0.750,0.750,0.667,1.417,0.504,0.667,1.000,0.750,0,0,0,0,0,1,1,1.000,75.0,75.0,75.0
"","Bartosz Matuszewski",1,4,2,2,1,0,0,0,0,1,1,0.500,1,0,0,0,1,0,0,0,0,0,0.500,0.750,0.750,2.000,2.750,0.838,0.000,1.000,0.500,0,0,0,0,0,1,0,0.000,25.0,25.0,25.0
1,"Juliusz Liwoch",1,4,4,2,2,0,1,1,0,0,3,0.500,0,0,0,0,0,2,0,0,0,0,1.250,0.500,0.500,0.750,1.250,0.413,0.500,1.000,1.000,0,1,0,0,0,2,2,1.000,50.0,50.0,50.0
9,"Daniel Charchuła",1,4,3,0,1,0,0,1,0,0,1,0.333,1,0,0,0,0,2,0,0,0,0,0.250,0.500,0.500,0.667,1.167,0.392,0.333,1.000,0.750,0,1,0,0,0,2,1,0.500,50.0,50.0,50.0
00,"Szymon Szymański",1,3,0,1,0,0,0,0,0,0,1,0.000,2,0,0,0,0,1,0,0,1,1,0.667,0.667,0.667,0.000,0.667,0.300,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,33.3,33.3,33.3
95,"Bartosz Maciejewski",1,3,3,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0,1,0,0,0,2,0,0.000,0.0,0.0,0.0
28,"Filip Wójtowicz",1,3,3,0,0,0,0,0,0,0,0,0.000,0,1,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.667,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
"","TOTALS",1,33,23,11,7,0,3,2,1,1,7,0.304,8,2,1,3,1,7,0,0,1,1,0.515,0.485,0.485,0.609,1.094,0.370,0.300,0.870,0.606,0,3,0,0,0,8,4,0.500,36.4,36.4,33.3
