"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
51," Korzekwa",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
44,"Wilichnowski ",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
12," Mcdonell",1,0,1,1,1,5,0,0,2,0,0,0,0,0.857
13,"Salas ",1,0,0,0,6,1,0,1,0,0,1,0,0,1.000
18,"Sobik ",1,1,0,1,0,1,0,0,0,0,0,0,0,0.500
28,"Szymura ",1,0,0,0,7,0,0,0,2,0,0,0,0,1.000
09,"Serwotka ",1,0,2,2,2,2,0,0,2,0,0,0,0,0.667
22,"Garus ",1,0,0,0,5,0,0,0,0,0,0,0,0,1.000
41,"Dwojakowski ",1,0,0,0,0,1,0,0,0,0,0,2,0,1.000
"","TOTALS",1,1,3,4,21,10,0,1,2,0,1,2,0,0.886
