"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
51," Korzekwa",1,4,4,1,1,0,1,0,0,0,0,0.250,0,1,1,2,0,1,0,0,0,0,0.250,0.250,0.500,0.250,0.500,0.175,0.500,0.500,0.500,1,0,0,0,0,0,0,0.000,25.0,25.0,25.0
44,"Wilichnowski ",1,4,4,0,0,0,0,0,0,0,0,0.000,0,3,0,3,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.250,0,0,0,0,0,1,0,0.000,25.0,25.0,25.0
12," Mcdonell",1,4,4,1,1,0,1,0,0,0,0,0.250,0,0,0,0,0,1,0,0,0,0,0.250,0.250,0.500,0.250,0.500,0.175,0.250,1.000,1.000,1,0,0,0,0,1,0,0.000,50.0,50.0,25.0
13,"Salas ",1,3,3,1,1,1,0,0,0,0,0,0.333,0,0,1,1,0,1,0,0,0,0,0.333,0.333,0.667,0.333,0.667,0.233,0.500,0.667,0.667,1,0,0,0,0,1,0,0.000,33.3,33.3,0.0
5,"Romo ",1,3,3,1,1,0,0,1,0,0,2,0.333,0,1,1,2,0,0,0,0,0,0,1.000,0.333,0.333,0.667,1.000,0.317,1.000,0.333,0.333,0,0,0,0,0,2,1,0.500,33.3,33.3,33.3
18,"Sobik ",1,3,3,0,2,0,1,1,0,0,1,0.667,0,0,0,0,0,0,0,0,0,0,0.333,0.667,0.667,1.000,1.667,0.550,0.667,1.000,1.000,0,0,0,0,0,1,1,1.000,66.7,66.7,33.3
28,"Szymura ",1,3,3,0,0,0,0,0,0,0,0,0.000,0,0,2,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0,0,0,1,0,1,0,0.000,0.0,0.0,0.0
09,"Serwotka ",1,3,3,0,1,0,1,0,0,0,0,0.333,0,1,1,2,0,0,0,0,0,0,0.000,0.333,0.333,0.333,0.667,0.233,1.000,0.333,0.333,0,0,0,0,0,1,0,0.000,33.3,33.3,0.0
22,"Garus ",1,3,3,0,0,0,0,0,0,0,0,0.000,0,0,1,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.667,0,0,0,0,0,0,0,0.000,33.3,33.3,33.3
"","TOTALS",1,30,30,4,7,1,4,2,0,0,3,0.233,0,6,7,13,0,3,0,0,0,0,0.233,0.233,0.333,0.300,0.533,0.180,0.412,0.567,0.567,3,0,0,1,0,8,2,0.250,33.3,33.3,20.0
