"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
9," Lopez",1,4,3,1,0,0,0,0,0,0,0,0.000,0,0,0,0,1,0,1,0,0,0,0.250,0.250,0.500,0.000,0.250,0.113,0.000,1.000,0.750,1,0,0,0,0,2,0,0.000,0.0,0.0,0.0
63,"Franciszek Filozof",1,4,4,0,2,0,2,0,0,0,0,0.500,0,1,1,2,0,0,0,0,0,0,0.000,0.500,0.500,0.500,1.000,0.350,1.000,0.500,0.500,0,0,0,0,0,0,0,0.000,50.0,50.0,0.0
79,"Arrayo ",1,4,2,0,1,0,1,0,0,0,0,0.500,2,0,0,0,0,0,0,0,0,0,0.000,0.750,1.000,0.500,1.250,0.463,0.500,1.000,0.500,1,0,0,0,0,0,0,0.000,50.0,50.0,25.0
34,"Illia Sheremeta",1,4,3,0,1,0,1,0,0,0,1,0.333,1,0,0,0,0,0,0,0,0,0,0.250,0.500,0.500,0.333,0.833,0.308,0.333,1.000,0.750,0,0,0,1,0,1,0,0.000,50.0,50.0,25.0
12,"Piotr Płudowski",1,4,4,0,1,0,0,1,0,0,0,0.250,0,0,1,1,0,0,0,0,0,0,0.000,0.250,0.250,0.500,0.750,0.238,0.333,0.750,0.750,0,0,0,1,0,3,0,0.000,25.0,25.0,0.0
20,"jakub Lenhart",1,2,2,0,0,0,0,0,0,0,0,0.000,0,0,1,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0,0,0,0,0,2,0,0.000,0.0,0.0,0.0
27," Krzemieńiowski",1,3,3,0,1,0,1,0,0,0,0,0.333,0,0,1,1,0,0,0,0,0,0,0.000,0.333,0.333,0.333,0.667,0.233,0.500,0.667,0.667,0,0,0,0,0,1,0,0.000,33.3,33.3,0.0
14,"Paweł Łakomy",1,2,2,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.500,0.000,0.000,0.000,0.000,1.000,1.000,1,0,0,0,0,1,0,0.000,50.0,50.0,50.0
68,"Szymanski ",1,2,2,0,0,0,0,0,0,0,0,0.000,0,0,1,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0,0,0,0,0,0,0,0.000,50.0,50.0,50.0
24,"Jefte Medina",1,1,1,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0,0,0,0,0,1,0,0.000,100.0,100.0,100.0
17," Roggenbuck",1,1,0,0,0,0,0,0,0,0,0,0.000,1,0,0,0,0,0,0,0,0,0,0.000,1.000,1.000,0.000,1.000,0.450,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
54," Kubiszewski",1,1,1,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0,0,0,0,0,1,0,0.000,0.0,0.0,0.0
"","TOTALS",1,32,27,1,6,0,5,1,0,0,1,0.222,4,1,5,6,1,0,1,0,0,0,0.063,0.344,0.438,0.259,0.603,0.220,0.286,0.778,0.656,3,0,0,2,0,12,0,0.000,34.4,34.4,15.6
