"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
41,"Dwojakowski ",1,0,0,0,7.00,32,46,65,111,1,0.14,1,1.00,1.29,3.529,6,1,5,6,4,0,1.50,6.00,4.00,6.00,1,0,0,0,1.429,0.344,0.222,0.286,6,6,21,11,0.656
"","TOTALS",1,0,0,0,7.00,32,46,65,111,1,0.14,1,1.00,1.29,3.529,6,1,5,6,4,0,1.50,6.00,4.00,6.00,1,0,0,0,1.429,0.344,0.222,0.286,6,6,21,11,0.656
