"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
66,"Aleks Polonek",1,0,0,0,0,2,0,0,0,0,0,0,0,1.000
41,"Patryk Stanoszek",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
75,"Roman Pełka",1,0,0,0,7,0,7,0,0,0,0,0,0,1.000
70,"Emil Dudek",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
4,"Bartek Wycisk",1,0,0,0,2,0,0,0,0,0,0,0,0,1.000
58,"Jakub Osiński",1,0,0,0,3,0,0,0,0,0,0,0,0,1.000
26,"Kacper Urbańczyk",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
22,"Tomasz Rogowiec",1,0,1,1,0,0,0,0,0,0,0,0,0,0.000
13,"Patryk Szczygieł",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
15,"Michał Karasiewicz",1,0,0,0,2,0,0,0,1,0,0,0,0,1.000
67,"Łukasz Bełok",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
97,"Mateusz Janus",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
64,"Bartosz Andrzejewski",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
"","TOTALS",1,0,1,1,14,2,7,0,1,0,0,0,0,0.941
