"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
27,"Łukasz Krzemienowski",1,0,0,0,2.00,7,13,16,29,0,0.00,0,0.00,0.00,0.600,4,1,3,0,1,0,4.00,14.00,3.50,0.00,0,0,0,0,0.500,0.143,0.000,0.000,2,0,3,4,0.429
15,"Szymon Skarżynski",1,1,0,0,2.00,6,8,12,20,0,0.00,0,0.00,0.00,1.100,2,2,0,1,0,0,0.00,7.00,0.00,3.50,0,0,0,0,0.500,0.167,0.167,0.250,1,2,3,3,0.500
"","TOTALS",1,1,0,0,4.00,13,21,28,49,0,0.00,0,0.00,0.00,0.850,6,3,3,1,1,0,6.00,10.50,1.75,1.75,0,0,0,0,0.500,0.154,0.083,0.167,3,2,6,7,0.462
