"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
28,"Jakub Szymura",1,0,0,0,3.00,21,48,46,94,7,2.33,7,16.33,21.00,5.767,5,3,2,5,5,0,1.00,11.67,11.67,11.67,1,0,1,0,3.333,0.524,0.333,0.500,2,2,8,13,0.381
51,"Dawid Korzekwa",1,0,0,0,3.00,12,25,34,59,1,0.33,0,0.00,0.00,1.433,4,2,2,2,1,0,4.00,9.33,2.33,4.67,0,0,2,0,1.000,0.250,0.182,0.286,3,2,7,5,0.583
"","TOTALS",1,0,0,0,6.00,33,73,80,153,8,1.33,7,8.17,10.50,3.600,9,5,4,7,6,0,1.50,10.50,7.00,8.17,1,0,3,0,2.167,0.424,0.269,0.412,5,4,15,18,0.455
