"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
41,"Szymon Dwojakowski",1,5,3,2,1,0,0,0,1,0,0,0.333,1,0,1,1,1,1,0,0,0,0,0.400,0.600,0.600,1.000,1.600,0.520,0.500,0.667,0.400,0,0,0,0,0,2,0,0.000,20.0,20.0,0.0
51,"Dawid Korzekwa",1,4,3,1,1,1,0,0,0,0,1,0.333,1,1,0,1,0,0,0,0,0,0,0.500,0.500,0.500,0.333,0.833,0.308,0.500,0.667,0.500,0,0,0,0,0,1,0,0.000,50.0,50.0,25.0
72,"Dominik Grzecicha",1,4,4,1,2,0,1,0,0,1,4,0.500,0,1,0,1,0,0,0,0,0,0,1.000,0.500,0.500,1.250,1.750,0.538,0.500,0.750,0.750,0,0,0,0,0,2,1,0.500,50.0,50.0,25.0
28,"Jakub Szymura",1,4,3,0,0,0,0,0,0,0,0,0.000,1,0,0,0,0,0,0,0,0,0,0.000,0.250,0.250,0.000,0.250,0.113,0.000,1.000,0.750,0,1,0,0,0,0,0,0.000,25.0,25.0,25.0
24,"Adrian Mularczyk",1,4,1,0,0,0,0,0,0,0,0,0.000,2,0,0,0,1,1,0,0,0,0,0.000,0.750,0.750,0.000,0.750,0.338,0.000,1.000,0.250,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
09,"Maksymilian Serwotka",1,4,3,0,0,0,0,0,0,0,0,0.000,1,1,0,1,0,0,0,0,0,0,0.000,0.250,0.250,0.000,0.250,0.113,0.000,0.667,0.500,0,1,0,0,0,1,0,0.000,25.0,25.0,25.0
26,"Mateusz Benisz",1,4,3,0,0,0,0,0,0,0,0,0.000,1,0,2,2,0,0,0,0,0,0,0.000,0.250,0.250,0.000,0.250,0.113,0.000,0.333,0.250,0,0,0,0,0,2,0,0.000,25.0,25.0,25.0
18,"Przemek Sobik",1,4,3,0,0,0,0,0,0,0,0,0.000,1,1,0,1,0,0,0,0,0,0,0.000,0.250,0.250,0.000,0.250,0.113,0.000,0.667,0.500,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
05,"Gabriel Wilichnowski",1,4,3,1,2,0,1,1,0,0,0,0.667,1,0,0,0,0,1,0,0,0,0,0.250,0.750,0.750,1.000,1.750,0.588,0.667,1.000,0.750,0,1,0,0,0,0,0,0.000,75.0,75.0,25.0
"","TOTALS",1,37,26,5,6,1,2,1,1,1,5,0.231,9,4,3,7,2,3,0,0,0,0,0.243,0.459,0.459,0.462,0.921,0.322,0.278,0.731,0.514,0,3,0,0,0,8,1,0.125,29.7,29.7,16.2
