"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
19,"Adrian Mańdok",1,0,0,0,3.33,19,50,29,79,3,0.90,3,6.30,8.10,8.500,3,2,1,2,6,0,0.50,6.30,12.60,4.20,2,0,1,0,2.400,0.526,0.182,0.250,2,4,5,14,0.263
16,"Szymon Królik",1,0,0,0,3.67,18,24,40,64,2,0.55,2,3.82,4.91,6.918,4,2,2,4,3,0,1.33,7.64,5.73,7.64,0,1,0,1,1.909,0.389,0.267,0.300,2,5,10,8,0.556
"","TOTALS",1,0,0,0,7.00,37,74,69,143,5,0.71,5,5.00,6.43,7.671,7,4,3,6,9,0,0.78,7.00,9.00,6.00,2,1,1,1,2.143,0.459,0.231,0.278,4,9,15,22,0.405
