"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
32,"Stanisław Strumiński",1,0,0,0,5,0,0,0,0,0,0,0,0,1.000
23,"Ariel Rainko",1,0,0,0,2,2,0,0,0,0,0,0,0,1.000
53,"Patryk Weżgowiec",1,0,0,0,7,1,3,0,0,0,0,0,0,1.000
16,"Szymon Królik",1,0,0,0,1,1,0,0,0,0,0,0,0,1.000
04,"Patryk Zając",1,0,0,0,0,1,0,0,0,0,0,0,0,1.000
66,"Rafał Krajewski",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
45,"Olaf Chrobik",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
33,"Adam Dublasiewicz",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
69,"Grzegorz Motas",1,0,0,0,3,0,0,0,0,0,0,0,0,1.000
19,"Adrian Mańdok",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
"","TOTALS",1,0,0,0,21,5,3,0,0,0,0,0,0,1.000
