"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
24," A. Tatarevick",1,0,0,0,1,1,0,0,0,0,0,0,0,1.000
32," M. Kasinski",1,0,0,0,5,1,0,0,0,0,0,0,0,1.000
71," Zawadzki",1,0,0,0,2,0,14,0,0,0,1,0,0,1.000
66," B. Rezaie",1,0,0,0,2,0,0,0,0,0,0,0,0,1.000
36," D. Kurowski",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
29," K. Hraba",1,0,1,1,1,3,0,1,0,0,0,0,0,0.800
54," K Hada",1,0,0,0,2,0,0,0,0,0,0,0,0,1.000
40," Michalski",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
75," R. Philipp",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
78," O. Zawadzki",1,0,1,1,3,0,0,0,0,0,0,0,0,0.750
20," N. Myrek",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
84," N. Serafin",1,0,0,0,0,1,0,0,0,0,0,0,0,1.000
41," E. Massetti",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
38," D. Trzeciak",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
"","TOTALS",1,0,2,2,18,6,14,1,0,0,1,0,0,0.923
