"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
13," Herc",1,0,0,0,0.00,4,16,1,17,3,0.00,3,0.00,0.00,0.000,0,0,0,0,3,0,0.00,0.00,0.00,0.00,1,0,1,0,0.000,1.000,0.000,0.000,0,0,0,4,0.000
04," Zając",1,0,0,0,4.00,19,29,47,76,2,0.50,1,2.25,2.25,0.850,9,3,6,3,2,0,4.50,20.25,4.50,6.75,1,0,0,0,1.250,0.316,0.188,0.429,3,0,10,9,0.526
23," Słomian",1,0,0,0,2.00,6,12,19,31,0,0.00,0,0.00,0.00,-2.900,6,2,4,0,0,0,0.00,27.00,0.00,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,2,4,0.333
"","TOTALS",1,0,0,0,6.00,29,57,67,124,5,0.83,4,6.00,6.00,1.600,15,5,10,3,5,0,3.00,22.50,7.50,4.50,2,0,1,0,1.333,0.345,0.136,0.429,3,0,12,17,0.414
