"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","GO","AO","FPS","FPB","FPS%"
48,"Samuel Camacho",1,0,0,0,5.00,17,13,51,64,1,0.20,0,0.00,0.00,13,6,7,1,0,0,0.00,18.20,0.00,1.40,0,0,0,0,0.200,0.059,0.059,1,1,11,6,0.647
"","TOTALS",1,0,0,0,5.00,17,13,51,64,1,0.20,0,0.00,0.00,13,6,7,1,0,0,0.00,18.20,0.00,1.40,0,0,0,0,0.200,0.059,0.059,1,1,11,6,0.647
